studyid,workflowid,param,value,gsm_analysis_date,snapshot_date
AA-AA-000-0000,qtl0006,UpCI,0.0959028645962832,2006-09-01,2006-09-01
AA-AA-000-0000,qtl0006,Score,0.0335595678791628,2006-09-01,2006-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00272822867826876,2006-12-01,2006-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00319978558136851,2006-12-01,2006-12-01
AA-AA-000-0000,qtl0004,Score,0.00272822867826876,2006-12-01,2006-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0334949338064855,2006-12-01,2006-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0924359083539014,2006-12-01,2006-12-01
AA-AA-000-0000,qtl0006,Score,0.0334949338064855,2006-12-01,2006-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00287661947422466,2007-03-01,2007-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00334740008091469,2007-03-01,2007-03-01
AA-AA-000-0000,qtl0004,Score,0.00287661947422466,2007-03-01,2007-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0401836274970258,2007-03-01,2007-03-01
AA-AA-000-0000,qtl0006,UpCI,0.10110875261791,2007-03-01,2007-03-01
AA-AA-000-0000,qtl0006,Score,0.0401836274970258,2007-03-01,2007-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00286110246865917,2007-06-01,2007-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00331002686070508,2007-06-01,2007-06-01
AA-AA-000-0000,qtl0004,Score,0.00286110246865917,2007-06-01,2007-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0370588422776686,2007-06-01,2007-06-01
AA-AA-000-0000,qtl0006,UpCI,0.093467590275278,2007-06-01,2007-06-01
AA-AA-000-0000,qtl0006,Score,0.0370588422776686,2007-06-01,2007-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00270448261985872,2007-09-01,2007-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00311372981632687,2007-09-01,2007-09-01
AA-AA-000-0000,qtl0004,Score,0.00270448261985872,2007-09-01,2007-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0370926397872731,2007-09-01,2007-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0892529854381312,2007-09-01,2007-09-01
AA-AA-000-0000,qtl0006,Score,0.0370926397872731,2007-09-01,2007-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00284383784448239,2007-12-01,2007-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00325407053500567,2007-12-01,2007-12-01
AA-AA-000-0000,qtl0004,Score,0.00284383784448239,2007-12-01,2007-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0398099435879483,2007-12-01,2007-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0918162565083142,2007-12-01,2007-12-01
AA-AA-000-0000,qtl0006,Score,0.0398099435879483,2007-12-01,2007-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00299742501516252,2008-03-01,2008-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00341344162665585,2008-03-01,2008-03-01
AA-AA-000-0000,qtl0004,Score,0.00299742501516252,2008-03-01,2008-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0411006158572428,2008-03-01,2008-03-01
AA-AA-000-0000,qtl0006,UpCI,0.093000658875175,2008-03-01,2008-03-01
AA-AA-000-0000,qtl0006,Score,0.0411006158572428,2008-03-01,2008-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00301892391742595,2008-06-01,2008-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00342010371300529,2008-06-01,2008-06-01
AA-AA-000-0000,qtl0004,Score,0.00301892391742595,2008-06-01,2008-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0380492536653947,2008-06-01,2008-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0862630266846576,2008-06-01,2008-06-01
AA-AA-000-0000,qtl0006,Score,0.0380492536653947,2008-06-01,2008-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00298587024753127,2008-09-01,2008-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00336972931674863,2008-09-01,2008-09-01
AA-AA-000-0000,qtl0004,Score,0.00298587024753127,2008-09-01,2008-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0371035158294284,2008-09-01,2008-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0827349326781089,2008-09-01,2008-09-01
AA-AA-000-0000,qtl0006,Score,0.0371035158294284,2008-09-01,2008-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00304485865270115,2008-12-01,2008-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00342323228651675,2008-12-01,2008-12-01
AA-AA-000-0000,qtl0004,Score,0.00304485865270115,2008-12-01,2008-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0353212338168075,2008-12-01,2008-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0788471067531206,2008-12-01,2008-12-01
AA-AA-000-0000,qtl0006,Score,0.0353212338168075,2008-12-01,2008-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00311343728793623,2009-03-01,2009-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00349087430168744,2009-03-01,2009-03-01
AA-AA-000-0000,qtl0004,Score,0.00311343728793623,2009-03-01,2009-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0361405468551382,2009-03-01,2009-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0793410867079537,2009-03-01,2009-03-01
AA-AA-000-0000,qtl0006,Score,0.0361405468551382,2009-03-01,2009-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00311883815266893,2009-06-01,2009-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00348513990492601,2009-06-01,2009-06-01
AA-AA-000-0000,qtl0004,Score,0.00311883815266893,2009-06-01,2009-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0341767796647868,2009-06-01,2009-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0751179911318423,2009-06-01,2009-06-01
AA-AA-000-0000,qtl0006,Score,0.0341767796647868,2009-06-01,2009-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00314607778682054,2009-09-01,2009-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00350414479084735,2009-09-01,2009-09-01
AA-AA-000-0000,qtl0004,Score,0.00314607778682054,2009-09-01,2009-09-01
AA-AA-000-0000,qtl0006,LowCI,0.032292166778335,2009-09-01,2009-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0710556539274166,2009-09-01,2009-09-01
AA-AA-000-0000,qtl0006,Score,0.032292166778335,2009-09-01,2009-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00321275601667135,2009-12-01,2009-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00356893821321672,2009-12-01,2009-12-01
AA-AA-000-0000,qtl0004,Score,0.00321275601667135,2009-12-01,2009-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0343434679854775,2009-12-01,2009-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0732666401739512,2009-12-01,2009-12-01
AA-AA-000-0000,qtl0006,Score,0.0343434679854775,2009-12-01,2009-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00329878218156966,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00365408135152552,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0004,Score,0.00329878218156966,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0349524096264784,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0735288517069084,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0006,Score,0.0349524096264784,2010-03-01,2010-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00324739550852066,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00359003655898021,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0004,Score,0.00324739550852066,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0388102559465346,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0776560094255497,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0006,Score,0.0388102559465346,2010-06-01,2010-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00322872204111906,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00355968334625252,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0004,Score,0.00322872204111906,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0006,LowCI,0.036211549513671,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0725510821253848,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0006,Score,0.036211549513671,2010-09-01,2010-09-01
AA-AA-000-0000,qtl0004,LowCI,0.0032712201567838,2010-12-01,2010-12-01
AA-AA-000-0000,qtl0004,UpCI,0.0035990941720304,2010-12-01,2010-12-01
AA-AA-000-0000,qtl0004,Score,0.0032712201567838,2010-12-01,2010-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0376720005420785,2010-12-01,2010-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0738695476983879,2010-12-01,2010-12-01
AA-AA-000-0000,qtl0006,Score,0.0376720005420785,2010-12-01,2010-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00338961845101421,2011-03-01,2011-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00372017420737254,2011-03-01,2011-03-01
AA-AA-000-0000,qtl0004,Score,0.00338961845101421,2011-03-01,2011-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0383162608247175,2011-03-01,2011-03-01
AA-AA-000-0000,qtl0006,UpCI,0.074382802492862,2011-03-01,2011-03-01
AA-AA-000-0000,qtl0006,Score,0.0383162608247175,2011-03-01,2011-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00339233744135049,2011-06-01,2011-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00371748347476555,2011-06-01,2011-06-01
AA-AA-000-0000,qtl0004,Score,0.00339233744135049,2011-06-01,2011-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0395524539256524,2011-06-01,2011-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0753509757184396,2011-06-01,2011-06-01
AA-AA-000-0000,qtl0006,Score,0.0395524539256524,2011-06-01,2011-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00332183917901195,2011-09-01,2011-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00363571946769569,2011-09-01,2011-09-01
AA-AA-000-0000,qtl0004,Score,0.00332183917901195,2011-09-01,2011-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0409413929808086,2011-09-01,2011-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0760435771815352,2011-09-01,2011-09-01
AA-AA-000-0000,qtl0006,Score,0.0409413929808086,2011-09-01,2011-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00339831420746694,2011-12-01,2011-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00371001313042658,2011-12-01,2011-12-01
AA-AA-000-0000,qtl0004,Score,0.00339831420746694,2011-12-01,2011-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0428896063076881,2011-12-01,2011-12-01
AA-AA-000-0000,qtl0006,UpCI,0.077857374811114,2011-12-01,2011-12-01
AA-AA-000-0000,qtl0006,Score,0.0428896063076881,2011-12-01,2011-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00347869617777335,2012-03-01,2012-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00379108757298871,2012-03-01,2012-03-01
AA-AA-000-0000,qtl0004,Score,0.00347869617777335,2012-03-01,2012-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0443559167927504,2012-03-01,2012-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0793944536586082,2012-03-01,2012-03-01
AA-AA-000-0000,qtl0006,Score,0.0443559167927504,2012-03-01,2012-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00350550313580221,2012-06-01,2012-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00381360022381363,2012-06-01,2012-06-01
AA-AA-000-0000,qtl0004,Score,0.00350550313580221,2012-06-01,2012-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0517636414993364,2012-06-01,2012-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0882495242566568,2012-06-01,2012-06-01
AA-AA-000-0000,qtl0006,Score,0.0517636414993364,2012-06-01,2012-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00349026954724806,2012-09-01,2012-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00379103480471152,2012-09-01,2012-09-01
AA-AA-000-0000,qtl0004,Score,0.00349026954724806,2012-09-01,2012-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0516157190860363,2012-09-01,2012-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0871396150640034,2012-09-01,2012-09-01
AA-AA-000-0000,qtl0006,Score,0.0516157190860363,2012-09-01,2012-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00353518954215594,2012-12-01,2012-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00383402663933404,2012-12-01,2012-12-01
AA-AA-000-0000,qtl0004,Score,0.00353518954215594,2012-12-01,2012-12-01
AA-AA-000-0000,qtl0006,LowCI,0.052404588584379,2012-12-01,2012-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0876261220692829,2012-12-01,2012-12-01
AA-AA-000-0000,qtl0006,Score,0.052404588584379,2012-12-01,2012-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00360660093975919,2013-03-01,2013-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00390607157226951,2013-03-01,2013-03-01
AA-AA-000-0000,qtl0004,Score,0.00360660093975919,2013-03-01,2013-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0526935338537967,2013-03-01,2013-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0877068171183424,2013-03-01,2013-03-01
AA-AA-000-0000,qtl0006,Score,0.0526935338537967,2013-03-01,2013-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00359377198878454,2013-06-01,2013-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00388792046002803,2013-06-01,2013-06-01
AA-AA-000-0000,qtl0004,Score,0.00359377198878454,2013-06-01,2013-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0520127271339077,2013-06-01,2013-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0862165316080094,2013-06-01,2013-06-01
AA-AA-000-0000,qtl0006,Score,0.0520127271339077,2013-06-01,2013-06-01
AA-AA-000-0000,qtl0004,LowCI,0.0035395012420643,2013-09-01,2013-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00382518703587697,2013-09-01,2013-09-01
AA-AA-000-0000,qtl0004,Score,0.0035395012420643,2013-09-01,2013-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0517155182712673,2013-09-01,2013-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0850143881576748,2013-09-01,2013-09-01
AA-AA-000-0000,qtl0006,Score,0.0517155182712673,2013-09-01,2013-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00360570224774445,2013-12-01,2013-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00389195268275213,2013-12-01,2013-12-01
AA-AA-000-0000,qtl0004,Score,0.00360570224774445,2013-12-01,2013-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0509395577539731,2013-12-01,2013-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0837603484775963,2013-12-01,2013-12-01
AA-AA-000-0000,qtl0006,Score,0.0509395577539731,2013-12-01,2013-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00363183370520395,2014-03-01,2014-03-01
AA-AA-000-0000,qtl0004,UpCI,0.003916548208386,2014-03-01,2014-03-01
AA-AA-000-0000,qtl0004,Score,0.00363183370520395,2014-03-01,2014-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0500807811973283,2014-03-01,2014-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0823717025124565,2014-03-01,2014-03-01
AA-AA-000-0000,qtl0006,Score,0.0500807811973283,2014-03-01,2014-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00364376765033352,2014-06-01,2014-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00392571557323245,2014-06-01,2014-06-01
AA-AA-000-0000,qtl0004,Score,0.00364376765033352,2014-06-01,2014-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0507577014472024,2014-06-01,2014-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0828000502055756,2014-06-01,2014-06-01
AA-AA-000-0000,qtl0006,Score,0.0507577014472024,2014-06-01,2014-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00362927032296418,2014-09-01,2014-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00390604345050377,2014-09-01,2014-09-01
AA-AA-000-0000,qtl0004,Score,0.00362927032296418,2014-09-01,2014-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0517247053531331,2014-09-01,2014-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0834011749503382,2014-09-01,2014-09-01
AA-AA-000-0000,qtl0006,Score,0.0517247053531331,2014-09-01,2014-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00365018802557206,2014-12-01,2014-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00392513488505898,2014-12-01,2014-12-01
AA-AA-000-0000,qtl0004,Score,0.00365018802557206,2014-12-01,2014-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0534109811933447,2014-12-01,2014-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0851698062983183,2014-12-01,2014-12-01
AA-AA-000-0000,qtl0006,Score,0.0534109811933447,2014-12-01,2014-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00367357719234885,2015-03-01,2015-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00394796297032531,2015-03-01,2015-03-01
AA-AA-000-0000,qtl0004,Score,0.00367357719234885,2015-03-01,2015-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0529445346618195,2015-03-01,2015-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0844381049330321,2015-03-01,2015-03-01
AA-AA-000-0000,qtl0006,Score,0.0529445346618195,2015-03-01,2015-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00364889680072655,2015-06-01,2015-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00391812909918592,2015-06-01,2015-06-01
AA-AA-000-0000,qtl0004,Score,0.00364889680072655,2015-06-01,2015-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0530689872266296,2015-06-01,2015-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0840707561066592,2015-06-01,2015-06-01
AA-AA-000-0000,qtl0006,Score,0.0530689872266296,2015-06-01,2015-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00363253658874657,2015-09-01,2015-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00389791179190825,2015-09-01,2015-09-01
AA-AA-000-0000,qtl0004,Score,0.00363253658874657,2015-09-01,2015-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0525200024692797,2015-09-01,2015-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0829463676925252,2015-09-01,2015-09-01
AA-AA-000-0000,qtl0006,Score,0.0525200024692797,2015-09-01,2015-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00365278899180513,2015-12-01,2015-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00391709876047365,2015-12-01,2015-12-01
AA-AA-000-0000,qtl0004,Score,0.00365278899180513,2015-12-01,2015-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0518536141773535,2015-12-01,2015-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0819102470024796,2015-12-01,2015-12-01
AA-AA-000-0000,qtl0006,Score,0.0518536141773535,2015-12-01,2015-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00365951791586538,2016-03-01,2016-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00392196212922222,2016-03-01,2016-03-01
AA-AA-000-0000,qtl0004,Score,0.00365951791586538,2016-03-01,2016-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0511581425998285,2016-03-01,2016-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0808284582261238,2016-03-01,2016-03-01
AA-AA-000-0000,qtl0006,Score,0.0511581425998285,2016-03-01,2016-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00365556357005749,2016-06-01,2016-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00391543504695423,2016-06-01,2016-06-01
AA-AA-000-0000,qtl0004,Score,0.00365556357005749,2016-06-01,2016-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0502593600517853,2016-06-01,2016-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0794297458149663,2016-06-01,2016-06-01
AA-AA-000-0000,qtl0006,Score,0.0502593600517853,2016-06-01,2016-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00361217613998211,2016-09-01,2016-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00386660061527267,2016-09-01,2016-09-01
AA-AA-000-0000,qtl0004,Score,0.00361217613998211,2016-09-01,2016-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0494752080254705,2016-09-01,2016-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0779610563430577,2016-09-01,2016-09-01
AA-AA-000-0000,qtl0006,Score,0.0494752080254705,2016-09-01,2016-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00362533388236742,2016-12-01,2016-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00387780043853282,2016-12-01,2016-12-01
AA-AA-000-0000,qtl0004,Score,0.00362533388236742,2016-12-01,2016-12-01
