studyid,workflowid,threshold,numerator,denominator,log_denominator
AA-AA-000-0000,kri0001,-5,3.87001338885529,4611.43497113356,8.43629436111989
AA-AA-000-0000,kri0001,-5,4.41306258787973,4847.86829797031,8.48629436111989
AA-AA-000-0000,kri0001,-5,4.99969800000652,5096.42382069382,8.53629436111989
AA-AA-000-0000,kri0001,-5,5.63228164206873,5357.72305757767,8.58629436111989
AA-AA-000-0000,kri0001,-5,6.31331836489981,5632.41939281878,8.63629436111989
AA-AA-000-0000,kri0001,-5,7.04546024355514,5921.19971033819,8.68629436111989
AA-AA-000-0000,kri0001,-5,7.83151179549822,6224.78611134862,8.73629436111989
AA-AA-000-0000,kri0001,-5,8.67443591498523,6543.93771998371,8.78629436111989
AA-AA-000-0000,kri0001,-5,9.57736045064083,6879.45258150369,8.83629436111989
AA-AA-000-0000,kri0001,-5,10.5435853795465,7232.16965782425,8.88629436111989
AA-AA-000-0000,kri0001,-5,11.5765905495379,7602.97092535832,8.93629436111989
AA-AA-000-0000,kri0001,-5,12.6800439745848,7992.78358041647,8.98629436111989
AA-AA-000-0000,kri0001,-5,13.8578106778277,8402.58235768071,9.03629436111989
AA-AA-000-0000,kri0001,-5,15.1139620841895,8833.39196754883,9.08629436111989
AA-AA-000-0000,kri0001,-5,16.4527859702032,9286.28965844423,9.13629436111989
AA-AA-000-0000,kri0001,-5,17.8787969832845,9762.40791049801,9.18629436111989
AA-AA-000-0000,kri0001,-5,19.3967477464763,10262.9372673392,9.23629436111989
AA-AA-000-0000,kri0001,-5,21.0116405679324,10789.129313074,9.28629436111989
AA-AA-000-0000,kri0001,-5,22.7287397772501,11342.299801898,9.33629436111989
AA-AA-000-0000,kri0001,-5,24.5535847133396,11923.8319481669,9.38629436111989
AA-AA-000-0000,kri0001,-5,26.4920033909014,12535.1798851529,9.43629436111989
AA-AA-000-0000,kri0001,-5,28.5501268748508,13177.8723011354,9.48629436111989
AA-AA-000-0000,kri0001,-5,30.7344043942224,13853.5162619178,9.53629436111989
AA-AA-000-0000,kri0001,-5,33.0516192292461,14563.8012293294,9.58629436111989
AA-AA-000-0000,kri0001,-5,35.5089054074382,15310.5032857596,9.63629436111989
AA-AA-000-0000,kri0001,-5,38.1137652467217,16095.4895752892,9.68629436111989
AA-AA-000-0000,kri0001,-5,40.8740877857991,16920.7229725232,9.73629436111989
AA-AA-000-0000,kri0001,-5,43.7981681442565,17788.2669907994,9.78629436111989
AA-AA-000-0000,kri0001,-5,46.8947278572089,18700.2909420471,9.83629436111989
AA-AA-000-0000,kri0001,-5,50.172936231697,19659.0753611965,9.88629436111989
AA-AA-000-0000,kri0001,-5,53.6424327745372,20667.0177087039,9.93629436111989
AA-AA-000-0000,kri0001,-5,57.3133507439247,21726.6383654519,9.98629436111989
AA-AA-000-0000,kri0001,-5,61.196341879778,22840.586935014,10.0362943611199
AA-AA-000-0000,kri0001,-5,65.3026023706405,24011.6488690441,10.0862943611199
AA-AA-000-0000,kri0001,-5,69.643900117888,25242.7524323561,10.1362943611199
AA-AA-000-0000,kri0001,-5,74.2326033610658,26536.9760251115,10.1862943611199
AA-AA-000-0000,kri0001,-5,79.0817107314049,27897.5558804233,10.2362943611199
AA-AA-000-0000,kri0001,-5,84.204882803919,29327.894156624,10.2862943611199
AA-AA-000-0000,kri0001,-5,89.6164752220301,30831.5674444341,10.3362943611199
AA-AA-000-0000,kri0001,-5,95.3315734723517,32412.3357103015,10.3862943611199
AA-AA-000-0000,kri0001,-5,101.366029391137,34074.1516982764,10.4362943611199
AA-AA-000-0000,kri0001,-5,107.736499487965,35821.17081393,10.4862943611199
AA-AA-000-0000,kri0001,-5,114.460485176489,37657.7615150331,10.5362943611199
AA-AA-000-0000,kri0001,-5,121.556375006532,39588.5162349756,10.5862943611199
AA-AA-000-0000,kri0001,-5,129.043488996526,41618.2628662429,10.6362943611199
AA-AA-000-0000,kri0001,-5,136.942125170153,43752.0768326607,10.6862943611199
AA-AA-000-0000,kri0001,-5,145.273608406252,45995.2937805993,10.7362943611199
AA-AA-000-0000,kri0001,-5,154.060341716428,48353.522920868,10.7862943611199
AA-AA-000-0000,kri0001,5,3.22631079942765,3.80491769800286,1.33629436111989
AA-AA-000-0000,kri0001,5,3.2582980813785,4,1.38629436111989
AA-AA-000-0000,kri0001,5,3.29085093800693,4.2050843855041,1.43629436111989
AA-AA-000-0000,kri0001,5,3.32398307847116,4.42068367230259,1.48629436111989
AA-AA-000-0000,kri0001,5,3.35770861993622,4.64733697091313,1.53629436111989
AA-AA-000-0000,kri0001,5,3.39204210159867,4.88561103264068,1.58629436111989
AA-AA-000-0000,kri0001,5,3.42699849924727,5.13610166675097,1.63629436111989
AA-AA-000-0000,kri0001,5,3.4625932403819,5.39943523030401,1.68629436111989
AA-AA-000-0000,kri0001,5,3.49884221991385,5.67627019437303,1.73629436111989
AA-AA-000-0000,kri0001,5,3.53576181647163,5.96729879056508,1.78629436111989
AA-AA-000-0000,kri0001,5,3.57336890933777,6.27324874196068,1.83629436111989
AA-AA-000-0000,kri0001,5,3.61168089604278,6.59488508280051,1.88629436111989
AA-AA-000-0000,kri0001,5,3.65071571064404,6.93301207146958,1.93629436111989
AA-AA-000-0000,kri0001,5,3.6904918427183,7.28847520156204,1.98629436111989
AA-AA-000-0000,kri0001,5,3.73102835709795,7.66216331605559,2.03629436111989
AA-AA-000-0000,kri0001,5,3.77234491438242,8.05501082988191,2.08629436111989
AA-AA-000-0000,kri0001,5,3.81446179225772,8.4680000664507,2.13629436111989
AA-AA-000-0000,kri0001,5,3.8573999076582,8.90216371396987,2.18629436111989
AA-AA-000-0000,kri0001,5,3.90118083980661,9.35858740770396,2.23629436111989
AA-AA-000-0000,kri0001,5,3.94582685416983,9.8384124446278,2.28629436111989
AA-AA-000-0000,kri0001,5,3.99136092736946,10.3428386372634,2.33629436111989
AA-AA-000-0000,kri0001,5,4.03780677308827,10.8731273138362,2.38629436111989
AA-AA-000-0000,kri0001,5,4.08518886901522,11.4306044722527,2.43629436111989
AA-AA-000-0000,kri0001,5,4.1335324848739,12.0166640957857,2.48629436111989
AA-AA-000-0000,kri0001,5,4.18286371158109,12.6327716387591,2.53629436111989
AA-AA-000-0000,kri0001,5,4.23320949158445,13.2804676909462,2.58629436111989
AA-AA-000-0000,kri0001,5,4.28459765043033,13.9613718298474,2.63629436111989
AA-AA-000-0000,kri0001,5,4.33705692961544,14.677186670477,2.68629436111989
AA-AA-000-0000,kri0001,5,4.39061702077803,15.4297021227879,2.73629436111989
AA-AA-000-0000,kri0001,5,4.44530860128733,16.2207998673787,2.78629436111989
AA-AA-000-0000,kri0001,5,4.5011633712923,17.0524580606753,2.83629436111989
AA-AA-000-0000,kri0001,5,4.55821409229381,17.9267562813523,2.88629436111989
AA-AA-000-0000,kri0001,5,4.61649462730713,18.845880730363,2.93629436111989
AA-AA-000-0000,kri0001,5,4.67603998268479,19.8121296975805,2.98629436111989
AA-AA-000-0000,kri0001,5,4.7368863516733,20.8279193087194,3.03629436111989
AA-AA-000-0000,kri0001,5,4.79907115978012,21.8957895669088,3.08629436111989
AA-AA-000-0000,kri0001,5,4.86263311203146,23.0184107040229,3.13629436111989
AA-AA-000-0000,kri0001,5,4.92761224220465,24.1985898576518,3.18629436111989
AA-AA-000-0000,kri0001,5,4.99404996412319,25.4392780904073,3.23629436111989
AA-AA-000-0000,kri0001,5,5.06198912510631,26.7435777691171,3.28629436111989
AA-AA-000-0000,kri0001,5,5.13147406166951,28.1147503223572,3.33629436111989
AA-AA-000-0000,kri0001,5,5.20255065757674,29.5562243957226,3.38629436111989
AA-AA-000-0000,kri0001,5,5.27526640434981,31.0716044252271,3.43629436111989
AA-AA-000-0000,kri0001,5,5.34967046434552,32.6646796502706,3.48629436111989
AA-AA-000-0000,kri0001,5,5.42581373651614,34.3394335887116,3.53629436111989
AA-AA-000-0000,kri0001,5,5.50374892497435,36.1000539977365,3.58629436111989
AA-AA-000-0000,kri0001,5,5.58353061048942,37.9509433454341,3.63629436111989
AA-AA-000-0000,kri0001,5,5.66521532504743,39.8967298192589,3.68629436111989
AA-AA-000-0000,kri0001,5,5.74886162961461,41.9422788989103,3.73629436111989
AA-AA-000-0000,kri0001,5,5.83453019524926,44.0927055225664,3.78629436111989
AA-AA-000-0000,kri0001,5,5.92228388771504,46.3533868768936,3.83629436111989
AA-AA-000-0000,kri0001,5,6.01218785575497,48.7299758428139,3.88629436111989
AA-AA-000-0000,kri0001,5,6.10430962319384,51.2284151306521,3.93629436111989
AA-AA-000-0000,kri0001,5,6.19871918504396,53.8549521400068,3.98629436111989
AA-AA-000-0000,kri0001,5,6.295489107798,56.6161545815032,4.03629436111989
AA-AA-000-0000,kri0001,5,6.3946946341012,59.5189268994913,4.08629436111989
AA-AA-000-0000,kri0001,5,6.4964137920043,62.5705275367527,4.13629436111989
AA-AA-000-0000,kri0001,5,6.60072750900845,65.7785870843882,4.18629436111989
AA-AA-000-0000,kri0001,5,6.70771973112308,69.1511273622706,4.23629436111989
AA-AA-000-0000,kri0001,5,6.81747754716855,72.6965814777723,4.28629436111989
AA-AA-000-0000,kri0001,5,6.93009131856625,76.4238149129266,4.33629436111989
AA-AA-000-0000,kri0001,5,7.04565481487074,80.3421476927507,4.38629436111989
AA-AA-000-0000,kri0001,5,7.16426535531025,84.4613776901625,4.43629436111989
AA-AA-000-0000,kri0001,5,7.28602395661526,88.7918051257665,4.48629436111989
AA-AA-000-0000,kri0001,5,7.41103548742761,93.3442583237709,4.53629436111989
AA-AA-000-0000,kri0001,5,7.53940882959719,98.1301207884373,4.58629436111989
AA-AA-000-0000,kri0001,5,7.67125704668778,103.161359668772,4.63629436111989
AA-AA-000-0000,kri0001,5,7.80669756002895,108.450555682632,4.68629436111989
AA-AA-000-0000,kri0001,5,7.94585233266754,114.010934575069,4.73629436111989
AA-AA-000-0000,kri0001,5,8.08884806158882,119.856400189588,4.78629436111989
AA-AA-000-0000,kri0001,5,8.23581637859557,126.001569234992,4.83629436111989
AA-AA-000-0000,kri0001,5,8.386894060252,132.461807834769,4.88629436111989
AA-AA-000-0000,kri0001,5,8.54222324731892,139.253269950408,4.93629436111989
AA-AA-000-0000,kri0001,5,8.70195167412738,146.392937774712,4.98629436111989
AA-AA-000-0000,kri0001,5,8.86623290835952,153.898664196129,5.03629436111989
AA-AA-000-0000,kri0001,5,9.0352266017279,161.789217440269,5.08629436111989
AA-AA-000-0000,kri0001,5,9.20909875206871,170.084328000251,5.13629436111989
AA-AA-000-0000,kri0001,5,9.38802197738875,178.804737973203,5.18629436111989
AA-AA-000-0000,kri0001,5,9.57217580243271,187.972252926317,5.23629436111989
AA-AA-000-0000,kri0001,5,9.76174695836433,197.609796422121,5.28629436111989
AA-AA-000-0000,kri0001,5,9.95692969618396,207.741467339326,5.33629436111989
AA-AA-000-0000,kri0001,5,10.1579261145355,218.392600132577,5.38629436111989
AA-AA-000-0000,kri0001,5,10.3649465025869,229.589828181785,5.43629436111989
AA-AA-000-0000,kri0001,5,10.5782096987019,241.361150389448,5.48629436111989
AA-AA-000-0000,kri0001,5,10.7979434656558,253.736001192493,5.53629436111989
AA-AA-000-0000,kri0001,5,11.0243848831838,266.7453241637,5.58629436111989
AA-AA-000-0000,kri0001,5,11.2577807586907,280.421649386751,5.63629436111989
AA-AA-000-0000,kri0001,5,11.4983880569875,294.799174798383,5.68629436111989
AA-AA-000-0000,kri0001,5,11.7464743499675,309.913851701043,5.73629436111989
AA-AA-000-0000,kri0001,5,12.0023182871737,325.803474659873,5.78629436111989
AA-AA-000-0000,kri0001,5,12.2662100882601,342.507776008802,5.83629436111989
AA-AA-000-0000,kri0001,5,12.5384520583957,360.068525202087,5.88629436111989
AA-AA-000-0000,kri0001,5,12.8193591277109,378.529633259697,5.93629436111989
AA-AA-000-0000,kri0001,5,13.1092594159428,397.937262567735,5.98629436111989
AA-AA-000-0000,kri0001,5,13.4084948234876,418.339942308457,6.03629436111989
AA-AA-000-0000,kri0001,5,13.7174216501312,439.788689808494,6.08629436111989
AA-AA-000-0000,kri0001,5,14.0364112427892,462.337138108751,6.13629436111989
AA-AA-000-0000,kri0001,5,14.3658506736523,486.04167007494,6.18629436111989
AA-AA-000-0000,kri0001,5,14.7061434502031,510.961559384115,6.23629436111989
AA-AA-000-0000,kri0001,5,15.0577102586386,537.159118739742,6.28629436111989
AA-AA-000-0000,kri0001,5,15.4209897423118,564.699855685907,6.33629436111989
AA-AA-000-0000,kri0001,5,15.7964393168804,593.652636410307,6.38629436111989
AA-AA-000-0000,kri0001,5,16.1845360239369,624.089857945581,6.43629436111989
AA-AA-000-0000,kri0001,5,16.5857774249778,656.087629199607,6.48629436111989
AA-AA-000-0000,kri0001,5,17.0006825376628,689.725961267418,6.53629436111989
AA-AA-000-0000,kri0001,5,17.4297928164092,725.088967500604,6.58629436111989
AA-AA-000-0000,kri0001,5,17.8736731794668,762.26507383452,6.63629436111989
AA-AA-000-0000,kri0001,5,18.3329130847234,801.347239899168,6.68629436111989
AA-AA-000-0000,kri0001,5,18.8081276566028,842.433191466698,6.73629436111989
AA-AA-000-0000,kri0001,5,19.2999588665285,885.625664816749,6.78629436111989
AA-AA-000-0000,kri0001,5,19.8090767695534,931.032663630648,6.83629436111989
AA-AA-000-0000,kri0001,5,20.3361807998768,978.767729056882,6.88629436111989
AA-AA-000-0000,kri0001,5,20.882001128109,1028.9502236231,6.93629436111989
AA-AA-000-0000,kri0001,5,21.4473000832783,1081.70562970461,6.98629436111989
AA-AA-000-0000,kri0001,5,22.0328736427277,1137.16586329568,7.03629436111989
AA-AA-000-0000,kri0001,5,22.6395529931968,1195.46960386824,7.08629436111989
AA-AA-000-0000,kri0001,5,23.2682061665507,1256.76264114278,7.13629436111989
AA-AA-000-0000,kri0001,5,23.9197397537848,1321.1982396386,7.18629436111989
AA-AA-000-0000,kri0001,5,24.5951007011123,1388.93752191494,7.23629436111989
AA-AA-000-0000,kri0001,5,25.2952781921296,1460.14987146132,7.28629436111989
AA-AA-000-0000,kri0001,5,26.0213056202475,1535.01335624445,7.33629436111989
AA-AA-000-0000,kri0001,5,26.774262655785,1613.71517397094,7.38629436111989
AA-AA-000-0000,kri0001,5,27.5552774123349,1696.45212017906,7.43629436111989
AA-AA-000-0000,kri0001,5,28.3655287172389,1783.43108033007,7.48629436111989
AA-AA-000-0000,kri0001,5,29.2062484912457,1874.86954712967,7.53629436111989
AA-AA-000-0000,kri0001,5,30.0787242426744,1970.99616437302,7.58629436111989
AA-AA-000-0000,kri0001,5,30.9843016816682,2072.05129867337,7.63629436111989
AA-AA-000-0000,kri0001,5,31.9243874603956,2178.28764050372,7.68629436111989
AA-AA-000-0000,kri0001,5,32.900452045344,2289.97083605468,7.73629436111989
AA-AA-000-0000,kri0001,5,33.9140327281544,2407.38015148833,7.78629436111989
AA-AA-000-0000,kri0001,5,34.9667367817579,2530.80917124901,7.83629436111989
AA-AA-000-0000,kri0001,5,36.0602447689132,2660.56653217745,7.88629436111989
AA-AA-000-0000,kri0001,5,37.1963140105844,2796.97669526354,7.93629436111989
AA-AA-000-0000,kri0001,5,38.3767822219727,2940.38075696789,7.98629436111989
AA-AA-000-0000,kri0001,5,39.6035713243923,3091.1373021406,8.03629436111989
AA-AA-000-0000,kri0001,5,40.878691441586,3249.62330067017,8.08629436111989
AA-AA-000-0000,kri0001,5,42.2042450894991,3416.23505010461,8.13629436111989
AA-AA-000-0000,kri0001,5,43.5824315689713,3591.38916660167,8.18629436111989
AA-AA-000-0000,kri0001,5,45.0155515712714,3775.52362668631,8.23629436111989
AA-AA-000-0000,kri0001,5,46.5060120068889,3969.09886242011,8.28629436111989
AA-AA-000-0000,kri0001,5,48.0563310685066,4172.59891272121,8.33629436111989
AA-AA-000-0000,kri0001,5,49.6691435396155,4386.53263371384,8.38629436111989
AA-AA-000-0000,kri0001,5,51.3472063607981,4611.43497113356,8.43629436111989
AA-AA-000-0000,kri0001,5,53.093404466295,4847.86829797031,8.48629436111989
AA-AA-000-0000,kri0001,5,54.910756904093,5096.42382069382,8.53629436111989
AA-AA-000-0000,kri0001,5,56.8024232534193,5357.72305757767,8.58629436111989
AA-AA-000-0000,kri0001,5,58.7717103542157,5632.41939281878,8.63629436111989
AA-AA-000-0000,kri0001,5,60.8220793638753,5921.19971033819,8.68629436111989
AA-AA-000-0000,kri0001,5,62.9571531572845,6224.78611134862,8.73629436111989
AA-AA-000-0000,kri0001,5,65.180724086995,6543.93771998371,8.78629436111989
AA-AA-000-0000,kri0001,5,67.4967621211813,6879.45258150369,8.83629436111989
AA-AA-000-0000,kri0001,5,69.9094233779104,7232.16965782425,8.88629436111989
AA-AA-000-0000,kri0001,5,72.4230590751549,7602.97092535832,8.93629436111989
AA-AA-000-0000,kri0001,5,75.0422249169446,7992.78358041647,8.98629436111989
AA-AA-000-0000,kri0001,5,77.771690937051,8402.58235768071,9.03629436111989
AA-AA-000-0000,kri0001,5,80.6164518226512,8833.39196754883,9.08629436111989
AA-AA-000-0000,kri0001,5,83.5817377415276,9286.28965844423,9.13629436111989
AA-AA-000-0000,kri0001,5,86.673025697512,9762.40791049801,9.18629436111989
AA-AA-000-0000,kri0001,5,89.8960514401059,10262.9372673392,9.23629436111989
AA-AA-000-0000,kri0001,5,93.2568219554821,10789.129313074,9.28629436111989
AA-AA-000-0000,kri0001,5,96.7616285674108,11342.299801898,9.33629436111989
AA-AA-000-0000,kri0001,5,100.417060678063,11923.8319481669,9.38629436111989
AA-AA-000-0000,kri0001,5,104.230020180114,12535.1798851529,9.43629436111989
AA-AA-000-0000,kri0001,5,108.207736573122,13177.8723011354,9.48629436111989
AA-AA-000-0000,kri0001,5,112.357782818779,13853.5162619178,9.53629436111989
AA-AA-000-0000,kri0001,5,116.688091971327,14563.8012293294,9.58629436111989
AA-AA-000-0000,kri0001,5,121.206974621244,15310.5032857596,9.63629436111989
AA-AA-000-0000,kri0001,5,125.923137192144,16095.4895752892,9.68629436111989
AA-AA-000-0000,kri0001,5,130.845701132845,16920.7229725232,9.73629436111989
AA-AA-000-0000,kri0001,5,135.984223048585,17788.2669907994,9.78629436111989
AA-AA-000-0000,kri0001,5,141.348715817572,18700.2909420471,9.83629436111989
AA-AA-000-0000,kri0001,5,146.949670741294,19659.0753611965,9.88629436111989
AA-AA-000-0000,kri0001,5,152.798080779421,20667.0177087039,9.93629436111989
AA-AA-000-0000,kri0001,5,158.905464922645,21726.6383654519,9.98629436111989
AA-AA-000-0000,kri0001,5,165.283893759401,22840.586935014,10.0362943611199
AA-AA-000-0000,kri0001,5,171.946016295193,24011.6488690441,10.0862943611199
AA-AA-000-0000,kri0001,5,178.905088086154,25242.7524323561,10.1362943611199
AA-AA-000-0000,kri0001,5,186.175000751462,26536.9760251115,10.1862943611199
AA-AA-000-0000,kri0001,5,193.770312932472,27897.5558804233,10.2362943611199
AA-AA-000-0000,kri0001,5,201.706282769729,29327.894156624,10.2862943611199
AA-AA-000-0000,kri0001,5,209.99890197256,30831.5674444341,10.3362943611199
AA-AA-000-0000,kri0001,5,218.664931559607,32412.3357103015,10.3862943611199
AA-AA-000-0000,kri0001,5,227.721939352538,34074.1516982764,10.4362943611199
AA-AA-000-0000,kri0001,5,237.188339309224,35821.17081393,10.4862943611199
AA-AA-000-0000,kri0001,5,247.083432786925,37657.7615150331,10.5362943611199
AA-AA-000-0000,kri0001,5,257.427451830482,39588.5162349756,10.5862943611199
AA-AA-000-0000,kri0001,5,268.241604585217,41618.2628662429,10.6362943611199
AA-AA-000-0000,kri0001,5,279.548122939138,43752.0768326607,10.6862943611199
AA-AA-000-0000,kri0001,5,291.370312504211,45995.2937805993,10.7362943611199
AA-AA-000-0000,kri0001,5,303.732605051879,48353.522920868,10.7862943611199
AA-AA-000-0000,kri0001,7,5.550805323135,3.80491769800286,1.33629436111989
AA-AA-000-0000,kri0001,7,5.60044309807438,4,1.38629436111989
AA-AA-000-0000,kri0001,7,5.65088466505544,4.2050843855041,1.43629436111989
AA-AA-000-0000,kri0001,7,5.70214810499632,4.42068367230259,1.48629436111989
AA-AA-000-0000,kri0001,7,5.75425200414687,4.64733697091313,1.53629436111989
AA-AA-000-0000,kri0001,7,5.80721547056734,4.88561103264068,1.58629436111989
AA-AA-000-0000,kri0001,7,5.8610581512096,5.13610166675097,1.63629436111989
AA-AA-000-0000,kri0001,7,5.91580024962498,5.39943523030401,1.68629436111989
AA-AA-000-0000,kri0001,7,5.97146254432378,5.67627019437303,1.73629436111989
AA-AA-000-0000,kri0001,7,6.02806640781256,5.96729879056508,1.78629436111989
AA-AA-000-0000,kri0001,7,6.08563382633666,6.27324874196068,1.83629436111989
AA-AA-000-0000,kri0001,7,6.14418742035617,6.59488508280051,1.88629436111989
AA-AA-000-0000,kri0001,7,6.20375046578522,6.93301207146958,1.93629436111989
AA-AA-000-0000,kri0001,7,6.26434691602544,7.28847520156204,1.98629436111989
AA-AA-000-0000,kri0001,7,6.32600142482602,7.66216331605559,2.03629436111989
AA-AA-000-0000,kri0001,7,6.38873937000396,8.05501082988191,2.08629436111989
AA-AA-000-0000,kri0001,7,6.45258687805969,8.4680000664507,2.13629436111989
AA-AA-000-0000,kri0001,7,6.51757084972496,8.90216371396987,2.18629436111989
AA-AA-000-0000,kri0001,7,6.58371898648103,9.35858740770396,2.23629436111989
AA-AA-000-0000,kri0001,7,6.65105981808745,9.8384124446278,2.28629436111989
AA-AA-000-0000,kri0001,7,6.71962273116298,10.3428386372634,2.33629436111989
AA-AA-000-0000,kri0001,7,6.78943799886231,10.8731273138362,2.38629436111989
AA-AA-000-0000,kri0001,7,6.86053681169417,11.4306044722527,2.43629436111989
AA-AA-000-0000,kri0001,7,6.93295130952823,12.0166640957857,2.48629436111989
AA-AA-000-0000,kri0001,7,7.00671461484054,12.6327716387591,2.53629436111989
AA-AA-000-0000,kri0001,7,7.08186086724923,13.2804676909462,2.58629436111989
AA-AA-000-0000,kri0001,7,7.15842525939476,13.9613718298474,2.63629436111989
AA-AA-000-0000,kri0001,7,7.23644407422114,14.677186670477,2.68629436111989
AA-AA-000-0000,kri0001,7,7.31595472371724,15.4297021227879,2.73629436111989
AA-AA-000-0000,kri0001,7,7.39699578917999,16.2207998673787,2.78629436111989
AA-AA-000-0000,kri0001,7,7.47960706306379,17.0524580606753,2.83629436111989
AA-AA-000-0000,kri0001,7,7.56382959248372,17.9267562813523,2.88629436111989
AA-AA-000-0000,kri0001,7,7.6497057244428,18.845880730363,2.93629436111989
AA-AA-000-0000,kri0001,7,7.73727915285701,19.8121296975805,2.98629436111989
AA-AA-000-0000,kri0001,7,7.82659496745483,20.8279193087194,3.03629436111989
AA-AA-000-0000,kri0001,7,7.91769970463195,21.8957895669088,3.08629436111989
